Stock Index,Stock Price
AC3356,226.59644
AC3357,654.8873
AC3358,1588.3789
AC3359,1330.0798
AC3360,1149.6721
AC3361,259.18762
AC3362,359.3683
AC3363,506.94263
AC3364,347.76453
AC3365,117.21634
AC3366,328.52454
AC3367,235.40665
AC3368,795.16846
AC3369,305.74747
AC3370,586.96136
AC3371,390.84192
AC3372,467.60052
AC3373,241.53601
AC3374,334.0756
AC3375,1037.3846
AC3376,439.1332
AC3377,186.76205
AC3378,369.4449
AC3379,617.57086
AC3380,133.01163
AC3381,408.23557
AC3382,588.32776
AC3383,126.8643
AC3384,216.41019
AC3385,227.60101
AC3386,105.07093
AC3387,277.2953
AC3388,1624.719
AC3389,265.94797
AC3390,236.29784
AC3391,825.84595
AC3392,575.08856
AC3393,454.07074
AC3394,468.02435
AC3395,1455.2184
AC3396,63.510685
AC3397,639.0673
AC3398,434.3197
AC3399,80.09784
AC3400,178.5972
AC3401,130.52876
AC3402,451.88037
AC3403,275.39194
AC3404,83.45586
AC3405,101.727165
AC3406,285.07413
AC3407,167.71819
AC3408,674.72437
AC3409,1213.4342
AC3410,907.24817
AC3411,950.1283
AC3412,1529.7264
AC3413,205.21939
AC3414,296.76367
AC3415,199.46594
AC3416,558.1961
AC3417,850.2749
AC3418,143.27322
AC3419,1328.3684
AC3420,188.74936
AC3421,210.62482
AC3422,852.3699
AC3423,111.2588
AC3424,1138.3875
AC3425,220.54305
AC3426,114.11328
AC3427,366.588
AC3428,767.64014
AC3429,770.85114
AC3430,330.22952
AC3431,478.89685
AC3432,515.9735
AC3433,180.39256
AC3434,834.4502
AC3435,1085.6936
AC3436,435.3734
AC3437,168.82187
AC3438,1504.005
AC3439,149.9246
AC3440,1223.9363
AC3441,410.6735
AC3442,47.734196
AC3443,644.94666
AC3444,152.8349
AC3445,117.58967
AC3446,770.46716
AC3447,919.8409
AC3448,145.95398
AC3449,1061.615
AC3450,206.09505
AC3451,1086.0518
AC3452,702.3135
AC3453,633.2368
AC3454,95.51929
AC3455,767.9659
AC3456,156.12369
AC3457,624.2218
AC3458,714.85876
AC3459,1781.1841
AC3460,493.53156
AC3461,556.98425
AC3462,452.00644
AC3463,1257.2356
AC3464,272.25555
AC3465,616.22815
AC3466,153.8533
AC3467,143.83418
AC3468,1381.079
AC3469,273.6007
AC3470,347.07892
AC3471,635.42053
AC3472,214.85387
AC3473,418.5213
AC3474,442.73013
AC3475,99.765755
AC3476,541.19403
AC3477,836.1625
AC3478,145.73209
AC3479,216.16357
AC3480,146.5956
AC3481,1132.5188
AC3482,390.7157
AC3483,1028.8813
AC3484,910.35254
AC3485,789.4296
AC3486,115.20402
AC3487,225.42227
AC3488,1701.5261
AC3489,795.6499
AC3490,1551.5007
AC3491,269.2359
AC3492,963.41455
AC3493,85.84912
AC3494,1006.6173
AC3495,136.13531
AC3496,1310.6409
AC3497,416.51
AC3498,65.698166
AC3499,341.83395
AC3500,118.134766
AC3501,256.0299
AC3502,246.98706
AC3503,288.0017
AC3504,1115.6122
AC3505,1105.0457
AC3506,446.35294
AC3507,851.2977
AC3508,916.71155
AC3509,395.9649
AC3510,1207.5079
AC3511,1010.1562
AC3512,999.2113
AC3513,511.45126
AC3514,164.8274
AC3515,926.8036
AC3516,552.0314
AC3517,490.8739
AC3518,591.468
AC3519,970.0787
AC3520,1766.5234
AC3521,756.4169
AC3522,1239.5693
AC3523,1015.3736
AC3524,1128.8418
AC3525,793.07556
AC3526,449.59592
AC3527,108.31065
AC3528,90.072334
AC3529,983.9619
AC3530,565.1156
AC3531,608.27905
AC3532,804.62195
AC3533,544.70856
AC3534,806.36743
AC3535,908.762
AC3536,243.83945
AC3537,147.02187
AC3538,800.2319
AC3539,1221.8613
AC3540,365.75024
AC3541,497.0857
AC3542,310.66702
AC3543,1053.477
AC3544,437.46472
AC3545,559.0335
AC3546,579.85406
AC3547,591.2035
AC3548,87.77069
AC3549,1649.8174
AC3550,805.60046
AC3551,677.4391
AC3552,329.78656
AC3553,844.5828
AC3554,288.26895
AC3555,211.646
AC3556,1004.5651
AC3557,639.5177
AC3558,1281.3962
AC3559,535.1245
AC3560,163.98802
AC3561,169.47763
AC3562,778.0703
AC3563,1045.7045
AC3564,1474.3036
AC3565,696.8753
AC3566,289.61816
AC3567,211.1896
AC3568,141.69193
AC3569,326.10703
AC3570,737.96405
AC3571,613.80005
AC3572,498.1202
AC3573,1276.7117
AC3574,678.43494
AC3575,154.36948
AC3576,525.9237
AC3577,1669.7043
AC3578,91.97478
AC3579,1455.6388
AC3580,105.490616
AC3581,118.286835
AC3582,241.87143
AC3583,686.13477
AC3584,211.25601
AC3585,124.389145
AC3586,407.94604
AC3587,40.8498
AC3588,233.82214
AC3589,146.75638
AC3590,280.5851
AC3591,349.61734
AC3592,279.09
AC3593,68.558525
AC3594,124.91406
AC3595,386.926
AC3596,808.1896
AC3597,89.98805
AC3598,220.62265
AC3599,1180.2367
AC3600,1266.9535
AC3601,950.63385
AC3602,792.37354
AC3603,1653.2424
AC3604,276.8563
AC3605,764.72986
AC3606,1210.3955
AC3607,42.288235
AC3608,1021.3199
AC3609,504.21848
AC3610,187.95166
AC3611,767.39246
AC3612,95.59016
AC3613,1212.6068
AC3614,466.68396
AC3615,431.9524
AC3616,273.99286
AC3617,1265.8341
AC3618,107.50638
AC3619,275.61658
AC3620,233.2551
AC3621,815.04083
AC3622,290.06552
AC3623,315.45108
AC3624,694.45233
AC3625,250.49759
AC3626,112.79971
AC3627,643.72394
AC3628,66.02777
AC3629,75.855835
AC3630,594.52844
AC3631,62.537853
AC3632,147.1351
AC3633,291.32703
AC3634,1402.6996
AC3635,326.95813
AC3636,1165.4269
AC3637,354.24112
AC3638,1010.8563
AC3639,187.61562
AC3640,904.5925
AC3641,573.58344
AC3642,128.0433
AC3643,601.4268
AC3644,749.6575
AC3645,1127.3715
AC3646,649.1364
AC3647,381.3161
AC3648,206.0653
AC3649,392.12946
AC3650,688.3677
AC3651,1340.4982
AC3652,363.30362
AC3653,570.9641
AC3654,1195.6978
AC3655,375.90924
AC3656,360.30273
AC3657,921.23535
AC3658,900.859
AC3659,533.207
AC3660,119.34977
AC3661,121.0862
AC3662,308.51794
AC3663,810.59155
AC3664,421.13867
AC3665,839.87195
AC3666,387.5912
AC3667,621.09625
AC3668,1293.4795
AC3669,1173.52
AC3670,436.6864
AC3671,100.41608
AC3672,340.39606
AC3673,858.07324
AC3674,893.686
AC3675,543.4612
AC3676,1351.3654
AC3677,1049.1467
AC3678,1223.8308
AC3679,417.97012
AC3680,639.9259
AC3681,545.77496
AC3682,214.9972
AC3683,575.17615
AC3684,445.979
AC3685,172.30594
AC3686,280.87396
AC3687,787.655
AC3688,215.79187
AC3689,781.02203
AC3690,640.17505
AC3691,475.83008
AC3692,209.81958
AC3693,146.0751
AC3694,246.90323
AC3695,226.74695
AC3696,140.84213
AC3697,336.67303
AC3698,169.1785
AC3699,118.33635
AC3700,1126.8652
AC3701,237.9728
AC3702,434.6891
AC3703,181.92712
AC3704,250.61276
AC3705,673.0722
AC3706,662.5149
AC3707,1482.6517
AC3708,1182.3792
AC3709,478.9308
AC3710,136.40747
AC3711,1074.7283
AC3712,331.68085
AC3713,959.0901
AC3714,1463.0365
AC3715,1350.5983
AC3716,179.11859
AC3717,841.52997
AC3718,1332.7078
AC3719,1021.9863
AC3720,142.25562
AC3721,337.67236
AC3722,1529.4514
AC3723,593.9722
AC3724,81.01483
AC3725,912.9312
AC3726,108.42677
AC3727,613.48224
AC3728,282.82428
AC3729,358.19897
AC3730,618.8319
AC3731,976.9727
AC3732,547.1782
AC3733,161.27444
AC3734,480.11646
AC3735,321.57172
AC3736,709.1215
AC3737,502.17432
AC3738,354.216
AC3739,91.540794
AC3740,365.07166
AC3741,745.0497
AC3742,743.2888
AC3743,808.7739
AC3744,66.79763
AC3745,120.5535
AC3746,333.4104
AC3747,381.9936
AC3748,140.88654
AC3749,474.10577
AC3750,1420.6482
AC3751,67.29912
AC3752,88.56297
AC3753,385.16714
AC3754,683.4529
AC3755,77.947784
AC3756,343.86682
AC3757,585.65356
AC3758,594.48083
AC3759,585.75183
AC3760,220.98085
AC3761,443.3703
AC3762,488.80194
AC3763,878.085
AC3764,449.22336
AC3765,333.0014
AC3766,437.47443
AC3767,80.2101
AC3768,1005.19495
AC3769,1092.229
AC3770,127.06862
AC3771,686.0293
AC3772,445.45456
AC3773,87.54513
AC3774,243.63382
AC3775,46.751144
AC3776,319.8289
AC3777,92.56683
AC3778,896.94446
AC3779,1742.7623
AC3780,97.21307
AC3781,658.19824
AC3782,114.74273
AC3783,601.7263
AC3784,297.9406
AC3785,368.59695
AC3786,412.6559
AC3787,224.47165
AC3788,724.4297
AC3789,1441.7332
AC3790,859.70886
AC3791,208.61841
AC3792,869.1161
AC3793,300.28815
AC3794,836.61383
AC3795,461.9459
AC3796,308.82474
AC3797,102.211945
AC3798,625.77167
AC3799,1043.4425
AC3800,101.3204
AC3801,98.45525
AC3802,232.66637
AC3803,100.67946
AC3804,40.920177
AC3805,44.222095
AC3806,762.6698
AC3807,156.99393
AC3808,1428.7799
AC3809,219.47256
AC3810,468.71075
AC3811,315.63995
AC3812,537.35
AC3813,1024.7972
AC3814,759.7803
AC3815,169.58531
AC3816,804.5636
AC3817,327.55548
AC3818,1618.0286
AC3819,84.78002
AC3820,157.85843
AC3821,256.2942
AC3822,222.17413
AC3823,413.3532
AC3824,427.07507
AC3825,381.02945
AC3826,371.6431
AC3827,552.0525
AD1,147.3076
AD2,397.51956
AD3,85.78856
AD4,634.5156
AD5,107.99603
AD6,163.53418
AD7,371.7912
AD8,702.77844
AD9,588.6701
AD10,337.15887
AD11,143.60483
AD12,134.44937
AD13,767.828
AD14,723.17487
AD15,1010.9049
AD16,647.6741
AD17,769.7638
AD18,602.9779
AD19,1535.2476
AD20,233.90448
AD21,853.7816
AD22,1337.7385
AD23,1621.2874
AD24,311.9392
AD25,730.46484
AD26,535.30115
AD27,357.77002
AD28,266.45914
AD29,801.53784
AD30,1136.5249
AD31,314.54947
AD32,395.65176
AD33,479.48285
AD34,207.72137
AD35,721.16797
AD36,173.48297
AD37,50.830658
AD38,1598.3086
AD39,789.13403
AD40,456.28317
AD41,51.332737
AD42,174.8597
AD43,136.50821
AD44,799.4479
AD45,1684.3179
AD46,482.00952
AD47,206.51372
AD48,173.75778
AD49,257.4961
AD50,562.90857
AD51,60.353386
AD52,73.72718
AD53,450.39877
AD54,113.91806
AD55,582.07794
AD56,1131.6525
AD57,858.2655
AD58,1187.0111
AD59,627.6079
AD60,619.31647
AD61,795.5271
AD62,1640.4364
AD63,695.0316
AD64,994.55383
AD65,193.04105
AD66,389.41455
AD67,120.658905
AD68,1068.6973
AD69,226.46779
AD70,47.440887
AD71,446.74243
AD72,683.68195
AD73,364.53986
AD74,184.57886
AD75,756.1304
AD76,1370.649
AD77,267.94565
AD78,388.6499
AD79,1538.9321
AD80,744.6406
AD81,1150.3528
AD82,623.2373
AD83,113.21844
AD84,475.61823
AD85,994.4369
AD86,496.8994
AD87,525.11945
AD88,633.2793
AD89,83.91817
AD90,800.62646
AD91,1352.5388
AD92,204.10138
AD93,562.4708
AD94,502.16812
AD95,158.06564
AD96,667.52905
AD97,358.60147
AD98,1101.8386
AD99,49.507317
AD100,821.62286
AD101,215.90674
AD102,136.69724
AD103,147.45184
AD104,256.44196
AD105,965.865
AD106,908.11115
AD107,1235.4536
AD108,1179.6648
AD109,144.99724
AD110,639.17773
AD111,494.2206
AD112,1183.8279
AD113,363.01328
AD114,261.31644
AD115,310.27725
AD116,652.59326
AD117,812.61224
AD118,129.7637
AD119,337.11307
AD120,94.54085
AD121,104.41105
AD122,615.2417
AD123,49.610283
AD124,590.54065
AD125,547.4319
AD126,418.90247
AD127,1291.5178
AD128,414.70056
AD129,699.15027
AD130,275.44427
AD131,806.1253
AD132,491.10342
AD133,722.8253
AD134,378.76703
AD135,1582.2919
AD136,792.10583
AD137,485.34662
AD138,832.27637
AD139,1490.04
AD140,373.3825
AD141,115.15968
AD142,842.70215
AD143,128.12616
AD144,149.89746
AD145,186.47717
AD146,1147.496
AD147,912.05066
AD148,803.5249
AD149,1080.7408
AD150,735.1456
AD151,260.16486
AD152,1094.1753
AD153,429.60428
AD154,400.72113
AD155,512.10315
AD156,168.43376
AD157,1356.8497
AD158,375.90332
AD159,790.5979
AD160,1184.494
AD161,656.77655
AD162,195.34113
AD163,569.3736
AD164,868.8425
AD165,554.9332
AD166,421.17593
AD167,428.52106
AD168,446.40366
AD169,813.0195
AD170,91.95228
AD171,757.0972
AD172,237.02148
AD173,581.1655
AD174,649.8323
AD175,340.26526
AD176,322.99957
AD177,426.41907
AD178,1228.1558
AD179,849.4752
AD180,82.63531
AD181,1301.4697
AD182,256.6424
AD183,72.99233
AD184,1344.505
AD185,464.61597
AD186,1262.4658
AD187,531.74335
AD188,102.84021
AD189,1092.9169
AD190,352.88257
AD191,97.86457
AD192,596.9818
AD193,45.38362
AD194,320.711
AD195,587.78723
AD196,840.89545
AD197,1179.1919
AD198,176.41125
AD199,101.45143
AD200,620.52423
AD201,1181.0376
AD202,113.262474
AD203,482.71915
AD204,1092.8923
AD205,194.81178
AD206,299.23267
AD207,831.8279
AD208,714.0409
AD209,634.55286
AD210,1869.5576
AD211,379.02753
AD212,1139.9196
AD213,1295.545
AD214,380.0759
AD215,597.39856
AD216,88.66774
AD217,1492.5393
AD218,837.04834
AD219,352.95648
AD220,405.4198
AD221,454.27713
AD222,1288.4397
AD223,62.43098
AD224,844.72437
AD225,498.6663
AD226,1665.1165
AD227,491.51892
AD228,272.34375
AD229,408.53723
AD230,393.88266
AD231,449.10144
AD232,840.026
AD233,549.4952
AD234,535.87384
AD235,326.32336
AD236,348.52692
AD237,418.6444
AD238,734.9033
AD239,849.4271
AD240,1554.8525
AD241,642.85425
AD242,95.914894
AD243,886.3378
AD244,641.57556
AD245,297.26694
AD246,623.579
AD247,1418.9388
AD248,698.8693
AD249,287.63773
AD250,807.98065
AD251,611.8814
AD252,1361.9342
AD253,153.27248
AD254,94.42894
AD255,664.12164
AD256,124.11873
AD257,1704.4133
AD258,558.1458
AD259,213.42938
AD260,668.22186
AD261,138.30005
AD262,51.528835
AD263,685.584
AD264,301.85016
AD265,744.43994
AD266,283.37857
AD267,140.17928
AD268,1018.9741
AD269,776.23926
AD270,1500.9009
AD271,195.71198
AD272,500.0191
AD273,105.64632
AD274,263.86624
AD275,869.9189
AD276,183.17053
AD277,65.22717
AD278,762.5084
AD279,260.91772
AD280,807.0393
AD281,424.56598
AD282,1355.4744
AD283,138.65869
AD284,82.033844
AD285,228.90274
AD286,92.46799
AD287,496.037
AD288,254.04784
AD289,96.06073
AD290,1713.9397
AD291,166.24576
AD292,782.4699
AD293,718.5254
AD294,778.1516
AD295,282.20703
AD296,528.2322
AD297,57.69574
AD298,752.906
AD299,847.71936
AD300,272.99377
AD301,144.40472
AD302,395.6182
AD303,538.82654
AD304,975.0828
AD305,592.0362
AD306,410.0302
AD307,198.35876
AD308,399.76627
AD309,189.80212
AD310,575.7208
AD311,724.3497
AD312,1840.7534
AD313,1370.2141
AD314,133.79538
AD315,703.4694
AD316,515.79877
AD317,1243.6035
AD318,494.6572
AD319,334.43805
AD320,451.3485
AD321,1171.3235
AD322,359.12274
AD323,94.710236
AD324,673.2323
AD325,1224.4777
AD326,449.9093
AD327,1265.0986
AD328,350.79816
AD329,1134.5929
AD330,810.89795
AD331,431.58176
AD332,478.15515
AD333,407.3654
AD334,362.52594
AD335,256.68552
AD336,82.319855
AD337,521.2029
AD338,257.5541
AD339,1169.3218
AD340,482.4942
AD341,423.69843
AD342,355.3324
AD343,92.08725
AD344,1415.949
AD345,157.54733
AD346,509.94324
AD347,943.47217
AD348,173.67738
AD349,832.4501
AD350,682.11816
AD351,606.1234
AD352,500.44775
AD353,379.69708
AD354,364.96204
AD355,1545.4852
AD356,444.13995
AD357,79.09648
AD358,499.9081
AD359,131.78583
AD360,776.85645
AD361,158.14937
AD362,165.28796
AD363,900.9103
AD364,668.9355
AD365,208.11288
AD366,164.5581
AD367,241.06592
AD368,156.23349
AD369,415.49908
AD370,562.15094
AD371,71.03963
AD372,1436.1003
AD373,1402.4036
AD374,228.57242
AD375,782.05145
AD376,689.2386
AD377,1788.9545
AD378,265.59058
AD379,1197.1302
AD380,108.27395
AD381,236.5834
AD382,263.9699
AD383,212.46123
AD384,179.36774
AD385,187.00575
AD386,775.9337
AD387,280.27554
AD388,905.22174
AD389,741.23474
AD390,604.8516
AD391,740.2257
AD392,914.75006
AD393,1337.1199
AD394,124.104195
AD395,331.58557
AD396,164.95029
AD397,938.44995
AD398,410.38315
AD399,1279.915
AD400,201.13074
AD401,846.6701
AD402,199.54947
AD403,745.8114
AD404,1315.7329
AD405,293.42755
AD406,278.3363
AD407,484.2348
AD408,330.2441
AD409,62.473797
AD410,263.2754
AD411,998.4431
AD412,210.71661
AD413,83.45703
AD414,366.18854
AD415,635.5702
AD416,225.88397
AD417,502.46106
AD418,358.5423
AD419,464.3969
AD420,189.74602
AD421,610.9888
AD422,53.15962
AD423,862.0018
AD424,367.12875
AD425,533.33514
AD426,348.46136
AD427,309.4829
AD428,1156.6476
AD429,273.22153
AD430,303.5402
AD431,519.8439
AD432,369.95822
AD433,1389.0955
AD434,442.95062
AD435,638.44543
AD436,103.06848
AD437,245.93887
AD438,527.22986
AD439,103.96521
AD440,102.09515
AD441,441.79636
AD442,351.5094
AD443,468.30484
AD444,279.3582
AD445,971.17694
AD446,262.81717
AD447,1119.7504
AD448,164.8652
AD449,795.3932
AD450,892.18396
AD451,1122.8533
AD452,623.2527
AD453,382.1759
AD454,478.89648
AD455,717.63855
AD456,243.89339
AD457,188.22772
AD458,63.267418
AD459,213.39188
AD460,1598.2079
AD461,1415.2098
AD462,572.92566
AD463,1531.7549
AD464,565.98334
AD465,54.872417
AD466,1328.6057
AD467,1073.6053
AD468,153.51465
AD469,341.49268
AD470,1510.4939
AD471,416.47415
AD472,554.51855
AD473,187.56703
AD474,711.82886
AD475,898.87415
AD476,1694.5581
AD477,897.25854
AD478,180.21088
AD479,474.8093
AD480,199.79245
AD481,495.94904
AD482,297.1375
AD483,575.07214
AD484,1317.2183
AD485,1329.2527
AD486,95.85091
AD487,364.84445
AD488,554.3473
AD489,950.13214
AD490,828.6063
AD491,120.69696
AD492,109.284454
AD493,746.52905
AD494,576.09717
AD495,486.6056
AD496,1211.3145
AD497,587.06976
AD498,557.3936
AD499,572.8716
AD500,571.99994
AD501,601.30664
AD502,579.02515
AD503,569.18567
AD504,572.70544
AD505,582.7756
AD506,1165.0276
AD507,186.73743
AD508,672.4857
AD509,670.4487
AD510,112.34744
AD511,106.62439
AD512,501.06528
AD513,306.81604
AD514,92.20276
AD515,130.3428
AD516,336.77917
AD517,314.68375
AD518,854.50226
AD519,979.53046
AD520,771.9027
AD521,1839.8221
AD522,667.27637
AD523,229.36621
AD524,768.7232
AD525,139.96332
AD526,295.42697
AD527,297.7622
AD528,112.50162
AD529,149.859
AD530,1265.5433
AD531,116.61954
AD532,174.03539
AD533,802.2604
AD534,683.4631
AD535,1172.7269
AD536,112.218414
AD537,135.06268
AD538,1063.9727
AD539,561.7509
AD540,123.70752
AD541,534.715
AD542,616.64905
AD543,366.86444
AD544,175.45999
AD545,1556.1102
AD546,66.433426
AD547,383.60492
AD548,295.74518
AD549,953.77966
AD550,348.8363
AD551,759.244
AD552,352.00153
AD553,109.85231
AD554,603.3022
AD555,347.10223
AD556,348.2791
AD557,386.7487
AD558,451.5487
AD559,1220.5505
AD560,259.04565
AD561,139.82498
AD562,1294.6006
AD563,302.93402
AD564,237.79536
AD565,419.89124
AD566,672.1408
AD567,1207.4413
AD568,445.95932
AD569,216.94905
AD570,879.516
AD571,1114.026
AD572,779.0903
AD573,615.6682
AD574,1084.5643
AD575,824.49976
AD576,43.824726
AD577,488.3939
AD578,1196.0404
AD579,832.9634
AD580,258.85272
AD581,146.6065
AD582,181.90988
AD583,1524.2462
AD584,724.14844
AD585,106.86751
AD586,313.37976
AD587,724.7302
AD588,192.96786
AD589,256.2846
AD590,677.56024
AD591,706.64984
AD592,290.22147
AD593,874.8352
AD594,314.37048
AD595,917.44214
AD596,1055.6636
AD597,1684.5983
AD598,1313.7268
AD599,424.28067
AD600,292.3441
AD601,185.69742
AD602,689.1902
AD603,242.76431
AD604,107.97247
AD605,632.251
AD606,931.6815
AD607,159.85422
AD608,439.89978
AD609,671.85974
AD610,43.783188
AD611,570.58905
AD612,848.30786
AD613,819.94696
AD614,690.8536
AD615,249.3852
AD616,594.48145
AD617,575.7085
AD618,109.52295
AD619,370.30792
AD620,858.19543
AD621,733.3673
AD622,77.07623
AD623,943.6886
AD624,918.14355
AD625,446.19983
AD626,392.257
AD627,732.84424
AD628,262.50916
AD629,624.1232
AD630,410.78546
AD631,495.18604
AD632,137.26349
AD633,103.29003
AD634,67.70515
AD635,175.05736
AD636,387.9015
AD637,184.48068
AD638,485.01465
AD639,444.3027
AD640,194.09456
AD641,686.4561
AD642,663.6897
AD643,560.954
AD644,116.76897
AD645,698.6873
AD646,861.7058
AD647,165.93121
AD648,554.9233
AD649,240.75534
AD650,398.8337
AD651,1143.53
AD652,681.974
AD653,417.68207
AD654,494.31476
AD655,324.67987
AD656,736.9175
AD657,862.93884
AD658,230.77412
AD659,1390.8401
AD660,257.09152
AD661,1335.6996
AD662,281.51462
AD663,151.33276
AD664,358.4663
AD665,191.94485
AD666,393.54205
AD667,181.18176
AD668,346.672
AD669,307.09912
AD670,1438.7793
AD671,675.01996
AD672,611.94617
AD673,1009.4332
AD674,471.06372
AD675,254.38635
AD676,979.5877
AD677,481.54565
AD678,626.3184
AD679,90.00768
AD680,959.69604
AD681,1752.2703
AD682,642.19434
AD683,914.01105
AD684,329.2954
AD685,1672.083
AD686,1272.957
AD687,400.48474
AD688,1693.7959
AD689,385.43445
AD690,409.52957
AD691,1068.326
AD692,355.45908
AD693,72.93443
AD694,72.6459
AD695,714.8458
AD696,855.647
AD697,318.9262
AD698,871.7374
AD699,778.12384
AD700,142.36188
AD701,939.5759
AD702,975.45465
AD703,549.0212
AD704,404.20404
AD705,197.58516
AD706,171.10036
AD707,822.5619
AD708,702.38904
AD709,474.95132
AD710,97.32886
AD711,473.89276
AD712,466.2134
AD713,157.42165
AD714,50.221603
AD715,223.23668
AD716,537.4471
AD717,193.15121
AD718,522.0066
AD719,1034.1255
AD720,92.71527
AD721,299.62744
AD722,759.05725
AD723,220.62708
AD724,553.02966
AD725,458.37823
AD726,523.5725
AD727,1333.2842
AD728,891.0229
AD729,801.5928
AD730,947.7118
AD731,417.67627
AD732,243.37999
AD733,577.89355
AD734,376.73438
AD735,330.11987
AD736,577.808
AD737,1216.6436
AD738,385.11926
AD739,828.0005
AD740,484.47726
AD741,140.27507
AD742,910.4663
AD743,440.95306
AD744,1360.73
AD745,92.40668
AD746,105.817924
AD747,1261.5183
AD748,935.69635
AD749,636.1437
AD750,314.31128
AD751,1143.2595
AD752,183.3201
AD753,64.962555
AD754,831.8432
AD755,397.35944
AD756,380.19742
AD757,811.8861
AD758,756.64355
AD759,691.4331
AD760,92.47952
AD761,1200.6578
AD762,676.81433
AD763,545.21155
AD764,192.79169
AD765,89.4821
AD766,466.96576
AD767,283.7229
AD768,157.07048
AD769,64.24902
AD770,174.76193
AD771,69.66168
AD772,263.6576
AD773,274.22745
AD774,472.96722
AD775,233.57942
AD776,948.45905
AD777,613.21045
AD778,590.37024
AD779,678.3601
AD780,761.0762
AD781,477.70428
AD782,539.7161
AD783,514.68677
AD784,487.07642
AD785,99.75606
AD786,322.71573
AD787,339.20786
AD788,273.1457
AD789,812.75867
AD790,175.24127
AD791,1047.145
AD792,1095.2559
AD793,1768.5786
AD794,423.9325
AD795,1060.1233
AD796,732.8679
AD797,1235.5426
AD798,170.08798
AD799,220.88669
AD800,1425.9241
AD801,1298.1267
AD802,300.62158
AD803,734.31396
AD804,166.11319
AD805,901.2824
AD806,133.91833
AD807,1089.0966
AD808,310.50818
AD809,395.38483
AD810,331.49896
AD811,214.20087
AD812,808.8624
AD813,489.08325
AD814,1234.7133
AD815,263.53928
AD816,1264.5969
AD817,65.89655
AD818,540.8373
AD819,53.64206
AD820,1080.7588
AD821,402.49707
AD822,882.4593
AD823,847.1998
AD824,1028.2902
AD825,283.68512
AD826,303.69247
AD827,556.8408
AD828,299.55066
AD829,516.15735
AD830,233.9523
AD831,64.89204
AD832,166.56055
AD833,377.08234
AD834,238.77956
AD835,722.4474
AD836,197.30255
AD837,624.8413
AD838,669.7038
AD839,1612.347
AD840,349.71844
AD841,412.4958
AD842,231.00319
AD843,727.6587
AD844,888.80096
AD845,551.47986
AD846,544.71875
AD847,477.84326
AD848,318.34128
AD849,1081.751
AD850,158.55856
AD851,636.26434
AD852,166.80275
AD853,506.03174
AD854,992.4238
AD855,215.08997
AD856,1279.3767
AD857,299.60938
AD858,199.50671
AD859,789.5409
AD860,1628.9603
AD861,364.0219
AD862,483.91315
AD863,1299.7454
AD864,81.657585
AD865,612.4059
AD866,986.1356
AD867,182.67172
AD868,212.26607
AD869,820.1036
AD870,1343.9581
AD871,553.9897
AD872,424.0799
AD873,170.41028
AD874,561.958
AD875,177.79398
AD876,97.9943
